Time (MS),Core Type,Frequency
53200,small 4,0
53200,medium1,1663000
53200,medium2,1663000
53200,large1,2704000
53200,large2,0
53300,small 1,1803000
53300,small 2,1803000
53300,small 3,0
53300,small 4,0
53300,medium1,1663000
53300,medium2,1663000
53300,large1,2704000
53300,large2,0
53400,small 1,1803000
53400,small 2,1803000
53400,small 3,0
53400,small 4,0
53400,medium1,1663000
53400,medium2,1663000
53400,large1,2704000
53400,large2,0
53500,small 1,1803000
53500,small 2,1803000
53500,small 3,0
53500,small 4,0
53500,medium1,1663000
53500,medium2,1663000
53500,large1,2704000
53500,large2,0
53600,small 1,1803000
53600,small 2,1803000
53600,small 3,0
53600,small 4,0
53600,medium1,1663000
53600,medium2,1663000
53600,large1,2704000
53600,large2,0
53700,small 1,1803000
53700,small 2,1803000
53700,small 3,0
53700,small 4,0
53700,medium1,1663000
53700,medium2,1663000
53700,large1,2704000
53700,large2,0
53800,small 1,1803000
53800,small 2,1803000
53800,small 3,0
53800,small 4,0
53800,medium1,1663000
53800,medium2,1663000
53800,large1,2704000
53800,large2,0
53900,small 1,1803000
53900,small 2,1803000
53900,small 3,0
53900,small 4,0
53900,medium1,1663000
53900,medium2,1663000
53900,large1,2704000
53900,large2,0
54000,small 1,1803000
54000,small 2,1803000
54000,small 3,0
54000,small 4,0
54000,medium1,1663000
54000,medium2,1663000
54000,large1,2704000
54000,large2,0
54100,small 1,1803000
54100,small 2,1803000
54100,small 3,0
54100,small 4,0
54100,medium1,1663000
54100,medium2,1663000
54100,large1,2704000
54100,large2,0
54200,small 1,1803000
54200,small 2,1803000
54200,small 3,0
54200,small 4,0
54200,medium1,1663000
54200,medium2,1663000
54200,large1,2704000
54200,large2,0
54300,small 1,1803000
54300,small 2,1803000
54300,small 3,0
54300,small 4,0
54300,medium1,1663000
54300,medium2,1663000
54300,large1,2704000
54300,large2,0
54400,small 1,1803000
54400,small 2,1803000
54400,small 3,0
54400,small 4,0
54400,medium1,1663000
54400,medium2,1663000
54400,large1,2704000
54400,large2,0
